code_insee,nom_commune,code_departement,nom_departement,region,population,latitude,longitude,prix_m2_median,prix_m2_median_maison,prix_m2_median_appartement,prix_m2_q1,prix_m2_q3,prix_median_maison,prix_median_appartement,surface_mediane_m2,nb_ventes,nb_maisons,nb_appartements,periode_debut,periode_fin,evolution_prix_pct,part_passoires_dpe_pct,prix_m2_median_departement,fiabilite,url
33506,Sauveterre-de-Guyenne,33,Gironde,Nouvelle-Aquitaine,1885,44.701,-0.0727,1770,1790,,1340,2020,175000,,92,34,31,3,2023-01-06,2025-12-22,,4.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sauveterre-de-guyenne/
33514,Soulac-sur-Mer,33,Gironde,Nouvelle-Aquitaine,3100,45.5057,-1.0694,3940,4040,3790,3010,5010,301000,132000,52,310,174,136,2023-01-05,2025-12-30,1.5,13.8,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/soulac-sur-mer/
33517,Soussans,33,Gironde,Nouvelle-Aquitaine,1719,45.0548,-0.6931,2510,2500,,2180,2780,241500,,98,41,40,1,2023-01-03,2025-12-23,8.9,3.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/soussans/
33518,Tabanac,33,Gironde,Nouvelle-Aquitaine,1083,44.7231,-0.4131,2430,2430,,1980,3120,249000,,102,22,22,0,2023-05-23,2025-11-21,,,3570,indicative,
33521,Talais,33,Gironde,Nouvelle-Aquitaine,764,45.499,-1.0353,2000,2000,,1770,2770,172500,,82,17,17,0,2023-01-03,2025-12-01,,,3570,indicative,
33522,Talence,33,Gironde,Nouvelle-Aquitaine,46338,44.8061,-0.5918,4120,4490,3940,3330,4910,395000,165000,63,1715,599,1116,2023-01-03,2025-12-30,-7.1,3.5,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/talence/
33523,Targon,33,Gironde,Nouvelle-Aquitaine,2079,44.7375,-0.2691,2400,2400,,1920,2730,221000,,96,42,38,4,2023-01-06,2025-12-23,,5.2,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/targon/
33525,Tauriac,33,Gironde,Nouvelle-Aquitaine,1342,45.0524,-0.5059,2120,2120,,1680,2490,185000,,85,33,33,0,2023-03-08,2025-12-23,,14.1,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/tauriac/
33530,Teuillac,33,Gironde,Nouvelle-Aquitaine,884,45.1004,-0.5506,1790,1790,,1470,2460,200000,,103,17,17,0,2023-01-09,2025-10-28,,,3570,indicative,
33533,Toulenne,33,Gironde,Nouvelle-Aquitaine,2881,44.5665,-0.2735,2100,2170,1980,1600,2590,178000,105000,80,95,86,9,2023-01-20,2025-12-23,-2.6,3.7,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/toulenne/
33535,Tresses,33,Gironde,Nouvelle-Aquitaine,5290,44.8455,-0.4741,3280,3250,,2610,3750,303000,,97,95,92,3,2023-01-13,2025-12-30,-10.1,3.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/tresses/
33380,Val-de-Livenne,33,Gironde,Nouvelle-Aquitaine,1792,45.276,-0.5099,1650,1650,,1320,2060,157000,,95,28,28,0,2023-01-23,2025-11-04,,,3570,indicative,
33018,Val de Virvée,33,Gironde,Nouvelle-Aquitaine,3793,45.021,-0.3887,2440,2440,2570,2140,2710,250000,95000,94,69,62,7,2023-01-26,2025-12-09,-4.3,5.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/val-de-virvee/
33539,Vayres,33,Gironde,Nouvelle-Aquitaine,4615,44.8908,-0.326,2440,2460,2300,1970,2770,240000,114000,96,128,111,17,2023-01-10,2025-12-23,-0.4,4.1,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/vayres/
33540,Vendays-Montalivet,33,Gironde,Nouvelle-Aquitaine,2838,45.3378,-1.0953,3560,3510,4620,2540,5000,260000,167500,70,101,95,6,2023-01-10,2025-12-29,18.6,8.6,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/vendays-montalivet/
33541,Vensac,33,Gironde,Nouvelle-Aquitaine,1198,45.4039,-1.0821,2710,2710,,2170,3290,230000,,100,22,22,0,2023-01-20,2025-11-28,,,3570,indicative,
33542,Vérac,33,Gironde,Nouvelle-Aquitaine,883,44.9939,-0.337,1990,1990,,1690,2190,176500,,98,16,16,0,2023-03-02,2025-08-07,,,3570,indicative,
33543,Verdelais,33,Gironde,Nouvelle-Aquitaine,1045,44.592,-0.2535,2130,2130,,1200,2350,209500,,96,25,25,0,2023-04-14,2025-12-11,,,3570,indicative,
33545,Vertheuil,33,Gironde,Nouvelle-Aquitaine,1339,45.2543,-0.8476,1650,1650,,1220,2430,160000,,99,33,33,0,2023-01-27,2025-12-29,,9.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/vertheuil/
33547,Villandraut,33,Gironde,Nouvelle-Aquitaine,1112,44.4502,-0.381,1950,1960,,1490,2150,137000,,91,28,27,1,2023-01-05,2025-11-17,,,3570,indicative,
33548,Villegouge,33,Gironde,Nouvelle-Aquitaine,1325,44.9748,-0.3144,1940,1980,,1490,2420,170000,,84,24,23,1,2023-01-23,2025-11-17,,,3570,indicative,
33550,Villenave-d'Ornon,33,Gironde,Nouvelle-Aquitaine,42545,44.7736,-0.5523,3470,3630,3330,3020,3930,314500,165000,70,1353,722,631,2023-01-02,2025-12-30,-9.2,2.1,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/villenave-dornon/
33552,Virelade,33,Gironde,Nouvelle-Aquitaine,1124,44.6565,-0.3981,2250,2250,,1790,2670,222500,,90,22,22,0,2023-02-16,2025-10-07,,,3570,indicative,
33553,Virsac,33,Gironde,Nouvelle-Aquitaine,1304,45.0256,-0.4368,2650,2650,,2020,2810,250500,,95,24,24,0,2023-02-01,2025-11-05,,,3570,indicative,
33554,Yvrac,33,Gironde,Nouvelle-Aquitaine,2899,44.8817,-0.4705,3020,3090,2580,2570,3550,268000,155000,88,72,63,9,2023-01-10,2025-12-18,-9.4,3.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/yvrac/
44001,Abbaretz,44,Loire-Atlantique,Pays de la Loire,2073,47.5546,-1.4929,1700,1700,,1320,2310,155000,,84,57,57,0,2023-01-13,2025-12-19,-23.1,18.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/abbaretz/
44002,Aigrefeuille-sur-Maine,44,Loire-Atlantique,Pays de la Loire,4156,47.0735,-1.4121,2750,2750,2750,2330,3120,256500,130000,84,105,90,15,2023-01-11,2025-12-30,3.0,8.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/aigrefeuille-sur-maine/
44003,Ancenis-Saint-Géréon,44,Loire-Atlantique,Pays de la Loire,11600,47.382,-1.1681,2500,2580,2350,2050,3030,245000,155000,89,331,245,86,2023-01-06,2025-12-31,-6.7,5.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/ancenis-saint-gereon/
44006,Assérac,44,Loire-Atlantique,Pays de la Loire,1890,47.442,-2.4127,2750,2750,,2010,3580,227500,,86,78,78,0,2023-01-18,2025-12-18,8.3,14.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/asserac/
44007,Avessac,44,Loire-Atlantique,Pays de la Loire,2452,47.645,-1.9724,1530,1530,,1220,2010,138500,,80,69,69,0,2023-02-16,2025-12-29,4.4,14.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/avessac/
44009,Basse-Goulaine,44,Loire-Atlantique,Pays de la Loire,9679,47.2134,-1.4628,3540,3390,3890,2930,3990,360000,200000,98,200,167,33,2023-01-06,2025-12-27,-9.6,3.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/basse-goulaine/
44010,Batz-sur-Mer,44,Loire-Atlantique,Pays de la Loire,2892,47.2789,-2.4701,4830,4990,4690,3940,6440,299000,180000,60,225,174,51,2023-01-11,2025-12-29,-19.2,14.5,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/batz-sur-mer/
44013,Besné,44,Loire-Atlantique,Pays de la Loire,3322,47.3828,-2.0703,2300,2310,,1950,2760,228500,,86,70,67,3,2023-01-13,2025-12-01,-0.4,11.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/besne/
44015,Blain,44,Loire-Atlantique,Pays de la Loire,10376,47.4562,-1.7817,2220,2300,1970,1800,2580,210000,104500,83,321,265,56,2023-01-05,2025-12-29,0.9,11.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/blain/
44018,Bouaye,44,Loire-Atlantique,Pays de la Loire,8343,47.1478,-1.6687,3110,3070,3220,2850,3390,293000,167500,84,206,154,52,2023-01-02,2025-12-31,-4.9,3.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/bouaye/
44019,Bouée,44,Loire-Atlantique,Pays de la Loire,1097,47.3072,-1.9182,2600,2600,,2240,2780,251500,,96,27,27,0,2023-02-28,2025-11-21,,,3200,indicative,
44020,Bouguenais,44,Loire-Atlantique,Pays de la Loire,20530,47.171,-1.6181,3030,2940,3280,2610,3470,265000,160000,82,552,414,138,2023-01-06,2025-12-30,-11.2,3.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/bouguenais/
44022,Boussay,44,Loire-Atlantique,Pays de la Loire,2884,47.0546,-1.1659,1960,1950,,1590,2350,179000,,90,76,74,2,2023-01-10,2025-12-18,-8.8,11.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/boussay/
44023,Bouvron,44,Loire-Atlantique,Pays de la Loire,3153,47.42,-1.8691,2200,2210,,1910,2540,210000,,88,70,67,3,2023-01-26,2025-12-18,-3.2,13.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/bouvron/
44024,Brains,44,Loire-Atlantique,Pays de la Loire,2709,47.1699,-1.7238,2900,2900,,2620,3260,255000,,90,58,58,0,2023-01-13,2025-12-11,-7.6,5.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/brains/
44025,Campbon,44,Loire-Atlantique,Pays de la Loire,4058,47.4155,-1.988,2360,2360,,1820,2760,218500,,92,62,62,0,2023-01-24,2025-12-29,-11.5,14.1,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/campbon/
44026,Carquefou,44,Loire-Atlantique,Pays de la Loire,20921,47.2968,-1.4687,3400,3370,3460,2930,3810,349000,178000,83,565,335,230,2023-01-04,2025-12-31,-7.8,2.2,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/carquefou/
44027,Casson,44,Loire-Atlantique,Pays de la Loire,2605,47.3925,-1.548,2940,2950,,2320,3320,282000,,88,51,50,1,2023-01-13,2025-12-15,-20.9,4.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/casson/
44036,Châteaubriant,44,Loire-Atlantique,Pays de la Loire,12260,47.7199,-1.3912,1870,1920,1730,1500,2230,148000,88000,76,400,311,89,2023-01-05,2025-12-30,-4.2,7.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/chateaubriant/
44037,Château-Thébaud,44,Loire-Atlantique,Pays de la Loire,3129,47.1169,-1.4467,2530,2530,,1900,3020,215000,,86,54,53,1,2023-01-12,2025-12-22,-18.0,15.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/chateau-thebaud/
44005,Chaumes-en-Retz,44,Loire-Atlantique,Pays de la Loire,7440,47.1561,-1.9153,2750,2780,2110,2110,3110,232000,168500,85,174,169,5,2023-01-06,2025-12-23,-5.3,11.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/chaumes-en-retz/
44038,Chauvé,44,Loire-Atlantique,Pays de la Loire,3070,47.1602,-2.0132,2780,2780,,2070,3090,217000,,85,59,58,1,2023-02-10,2025-12-30,-12.2,10.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/chauve/
44043,Clisson,44,Loire-Atlantique,Pays de la Loire,7452,47.0936,-1.2654,3050,3070,2980,2540,3500,280000,155000,82,250,198,52,2023-01-13,2025-12-30,-8.7,8.9,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/clisson/
44044,Conquereuil,44,Loire-Atlantique,Pays de la Loire,1061,47.6467,-1.7672,1510,1510,,1150,1820,147000,,92,24,24,0,2023-01-11,2025-11-05,,,3200,indicative,
44156,Corcoué-sur-Logne,44,Loire-Atlantique,Pays de la Loire,3265,46.958,-1.6033,2210,2210,,1850,2780,195000,,84,65,65,0,2023-01-13,2025-12-09,4.9,12.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/corcoue-sur-logne/
44045,Cordemais,44,Loire-Atlantique,Pays de la Loire,4012,47.2918,-1.8349,2490,2500,,1980,2840,259000,,95,74,71,3,2023-02-23,2025-12-18,-26.4,8.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/cordemais/
44046,Corsept,44,Loire-Atlantique,Pays de la Loire,2594,47.2672,-2.0894,2700,2700,,2350,3120,260000,,88,42,42,0,2023-02-16,2025-12-10,-0.7,7.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/corsept/
44047,Couëron,44,Loire-Atlantique,Pays de la Loire,24103,47.2391,-1.7472,3150,3180,3080,2740,3550,284500,158500,79,787,529,258,2023-01-04,2025-12-22,-5.6,4.2,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/coueron/
44048,Couffé,44,Loire-Atlantique,Pays de la Loire,2535,47.3873,-1.2853,2410,2410,,2090,2700,190000,,87,33,33,0,2023-01-07,2025-09-25,,8.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/couffe/
44050,Crossac,44,Loire-Atlantique,Pays de la Loire,2974,47.4055,-2.1528,2180,2170,,1760,2490,170000,,80,60,58,2,2023-01-05,2025-12-02,0.0,16.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/crossac/
44051,Derval,44,Loire-Atlantique,Pays de la Loire,3601,47.6546,-1.6732,1850,1850,,1450,2130,158000,,89,83,83,0,2023-01-04,2025-12-19,-5.2,11.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/derval/
44029,Divatte-sur-Loire,44,Loire-Atlantique,Pays de la Loire,7252,47.2789,-1.3386,2670,2660,,2110,3050,241000,,91,145,144,1,2023-01-02,2025-12-30,-5.0,7.6,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/divatte-sur-loire/
44052,Donges,44,Loire-Atlantique,Pays de la Loire,8219,47.3398,-2.0731,2190,2180,2420,1720,2610,194000,108000,87,282,268,14,2023-01-09,2025-12-29,-10.2,13.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/donges/
44053,Drefféac,44,Loire-Atlantique,Pays de la Loire,2288,47.4676,-2.0611,2240,2240,,2040,2500,205000,,89,41,41,0,2023-01-27,2025-12-30,,8.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/dreffeac/
44054,Erbray,44,Loire-Atlantique,Pays de la Loire,3072,47.6681,-1.3269,1510,1510,,1200,1880,138000,,93,57,57,0,2023-01-30,2025-12-29,-14.4,7.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/erbray/
44056,Fay-de-Bretagne,44,Loire-Atlantique,Pays de la Loire,4023,47.3881,-1.8076,2400,2400,,1920,2840,250000,,102,105,102,3,2023-01-03,2025-12-23,-12.9,8.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/fay-de-bretagne/
44057,Fégréac,44,Loire-Atlantique,Pays de la Loire,2243,47.5762,-2.029,1680,1680,,1270,1920,130000,,83,68,68,0,2023-01-13,2025-12-15,15.8,21.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/fegreac/
44058,Fercé,44,Loire-Atlantique,Pays de la Loire,517,47.8034,-1.381,1410,1410,,1280,1470,132500,,89,16,16,0,2023-09-22,2025-12-04,,,3200,indicative,
44061,Frossay,44,Loire-Atlantique,Pays de la Loire,3307,47.2514,-1.9371,2560,2570,,2080,3000,208000,,83,72,70,2,2023-01-09,2025-11-19,-3.4,10.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/frossay/
44223,Geneston,44,Loire-Atlantique,Pays de la Loire,3685,47.0579,-1.5312,2590,2590,2660,2160,2970,229000,141000,85,107,95,12,2023-01-16,2025-12-17,-7.0,6.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/geneston/
44063,Gétigné,44,Loire-Atlantique,Pays de la Loire,3883,47.0771,-1.2196,2450,2450,2450,1940,2890,235000,156500,88,94,89,5,2023-01-24,2025-12-29,-20.7,16.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/getigne/
44064,Gorges,44,Loire-Atlantique,Pays de la Loire,5203,47.1032,-1.3134,2620,2610,,2160,3020,260000,,93,102,98,4,2023-01-05,2025-12-29,3.9,10.9,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/gorges/
44065,Grand-Auverné,44,Loire-Atlantique,Pays de la Loire,774,47.5797,-1.3106,1460,1460,,1120,1890,161500,,102,20,20,0,2023-03-03,2025-12-30,,,3200,indicative,
44066,Grandchamp-des-Fontaines,44,Loire-Atlantique,Pays de la Loire,7062,47.3629,-1.6234,3160,3150,3380,2710,3600,315000,177500,95,121,115,6,2023-01-04,2025-12-30,-15.2,5.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/grandchamp-des-fontaines/
44067,Guémené-Penfao,44,Loire-Atlantique,Pays de la Loire,5243,47.6412,-1.8223,1570,1570,1570,1310,2000,138500,138000,81,153,148,5,2023-01-06,2025-12-23,-12.0,15.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/guemene-penfao/
44068,Guenrouet,44,Loire-Atlantique,Pays de la Loire,3673,47.5133,-1.947,1820,1820,,1430,2280,154000,,81,90,90,0,2023-01-03,2025-12-10,8.0,11.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/guenrouet/
44069,Guérande,44,Loire-Atlantique,Pays de la Loire,16804,47.3358,-2.4133,3740,3680,3890,3120,4440,350000,184500,78,523,349,174,2023-01-05,2025-12-30,-5.6,6.2,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/guerande/
44071,Haute-Goulaine,44,Loire-Atlantique,Pays de la Loire,6095,47.1951,-1.4097,3360,3310,3540,2880,3750,317500,189000,90,112,100,12,2023-01-03,2025-12-22,-3.5,7.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/haute-goulaine/
44072,Herbignac,44,Loire-Atlantique,Pays de la Loire,7224,47.451,-2.3149,2840,2820,3020,2200,3260,240000,100000,82,171,165,6,2023-01-04,2025-12-22,-2.1,7.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/herbignac/
44073,Héric,44,Loire-Atlantique,Pays de la Loire,6585,47.4208,-1.6404,2590,2550,3480,2150,3110,281000,180000,100,118,111,7,2023-01-09,2025-12-22,-16.6,5.8,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/heric/
44074,Indre,44,Loire-Atlantique,Pays de la Loire,4160,47.1993,-1.6701,3100,3200,2940,2650,3700,270500,150000,72,162,116,46,2023-01-16,2025-12-24,-13.7,7.5,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/indre/
44075,Issé,44,Loire-Atlantique,Pays de la Loire,1856,47.6219,-1.4537,1550,1550,,1140,2060,158000,,90,45,45,0,2023-01-23,2025-12-22,,10.9,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/isse/
44076,Jans,44,Loire-Atlantique,Pays de la Loire,1364,47.6254,-1.6023,1540,1540,,1330,2050,145000,,86,32,32,0,2023-01-04,2025-12-22,,13.6,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/jans/
44077,Joué-sur-Erdre,44,Loire-Atlantique,Pays de la Loire,2797,47.5084,-1.4312,2210,2230,,1790,2710,186000,,97,69,67,2,2023-01-09,2025-12-30,-8.6,13.2,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/joue-sur-erdre/
44055,La Baule-Escoublac,44,Loire-Atlantique,Pays de la Loire,16912,47.2925,-2.3622,6390,5950,6590,5000,8150,610000,295500,62,1777,604,1173,2023-01-04,2025-12-30,-6.3,12.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-baule-escoublac/
44012,La Bernerie-en-Retz,44,Loire-Atlantique,Pays de la Loire,3536,47.0862,-2.0318,4570,4450,4880,3640,5190,317000,185500,70,245,206,39,2023-01-10,2025-12-31,-13.8,20.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-bernerie-en-retz/
44016,La Boissière-du-Doré,44,Loire-Atlantique,Pays de la Loire,1106,47.2347,-1.2063,1910,1910,,1480,2750,184000,,88,26,26,0,2023-02-08,2025-12-12,,,3200,indicative,
44030,La Chapelle-des-Marais,44,Loire-Atlantique,Pays de la Loire,4492,47.4362,-2.2477,2450,2440,,2020,2890,198000,,83,119,116,3,2023-01-06,2025-12-29,13.2,9.7,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chapelle-des-marais/
44031,La Chapelle-Glain,44,Loire-Atlantique,Pays de la Loire,809,47.6243,-1.1919,1300,1300,,950,1840,117500,,77,19,19,0,2023-02-06,2025-11-28,,,3200,indicative,
44032,La Chapelle-Heulin,44,Loire-Atlantique,Pays de la Loire,3467,47.1745,-1.3468,2720,2740,,2290,3190,270000,,98,82,79,3,2023-01-06,2025-12-19,1.5,8.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chapelle-heulin/
44033,La Chapelle-Launay,44,Loire-Atlantique,Pays de la Loire,3270,47.3474,-1.9786,2480,2500,,1800,2890,250000,,101,58,57,1,2023-01-17,2025-12-11,0.0,13.5,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chapelle-launay/
44035,La Chapelle-sur-Erdre,44,Loire-Atlantique,Pays de la Loire,20690,47.3041,-1.5621,3430,3430,3440,3060,3830,340000,180000,85,538,348,190,2023-01-03,2025-12-29,-7.5,2.5,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chapelle-sur-erdre/
44221,La Chevallerais,44,Loire-Atlantique,Pays de la Loire,1569,47.4774,-1.6658,2410,2410,,1940,2870,248500,,91,36,36,0,2023-01-16,2025-12-12,,9.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chevallerais/
44041,La Chevrolière,44,Loire-Atlantique,Pays de la Loire,6539,47.0908,-1.5965,2860,2860,,2490,3250,250000,,90,152,151,1,2023-01-16,2025-12-19,-2.0,7.2,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-chevroliere/
44224,La Grigonnais,44,Loire-Atlantique,Pays de la Loire,1828,47.5208,-1.687,2170,2170,,1800,2400,196500,,80,36,36,0,2023-02-20,2025-12-31,,6.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-grigonnais/
44070,La Haie-Fouassière,44,Loire-Atlantique,Pays de la Loire,4775,47.1612,-1.4033,2990,2990,,2480,3360,280000,,92,129,127,2,2023-01-04,2025-12-30,-0.7,5.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-haie-fouassiere/
44083,La Limouzinière,44,Loire-Atlantique,Pays de la Loire,2459,46.9872,-1.637,2310,2310,,1900,2730,200000,,86,60,60,0,2023-01-23,2025-12-30,13.5,9.0,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-limouziniere/
44090,La Marne,44,Loire-Atlantique,Pays de la Loire,1586,46.9886,-1.7251,2290,2290,,1820,2910,225000,,92,29,29,0,2023-03-16,2025-10-13,,,3200,indicative,
44095,La Meilleraye-de-Bretagne,44,Loire-Atlantique,Pays de la Loire,1606,47.5651,-1.3918,1580,1580,,1270,2020,156000,,86,38,38,0,2023-02-15,2025-12-30,,13.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-meilleraye-de-bretagne/
44101,La Montagne,44,Loire-Atlantique,Pays de la Loire,6505,47.1858,-1.6826,3060,3040,3090,2670,3440,247000,154000,80,194,166,28,2023-01-06,2025-12-31,-10.2,5.4,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-montagne/
44126,La Plaine-sur-Mer,44,Loire-Atlantique,Pays de la Loire,4760,47.144,-2.1813,3950,3940,4290,3410,4840,275000,150000,68,257,249,8,2023-01-12,2025-12-30,-10.2,16.2,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-plaine-sur-mer/
44127,La Planche,44,Loire-Atlantique,Pays de la Loire,2810,47.0244,-1.4382,2320,2320,,1810,2740,216500,,91,52,52,0,2023-01-09,2025-12-19,-8.9,8.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-planche/
44140,La Regrippière,44,Loire-Atlantique,Pays de la Loire,1609,47.1837,-1.1931,2080,2080,,1500,2750,189000,,90,41,41,0,2023-01-16,2025-11-04,,16.3,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-regrippiere/
44141,La Remaudière,44,Loire-Atlantique,Pays de la Loire,1303,47.2286,-1.2249,2200,2200,,1750,2530,212000,,94,31,31,0,2023-01-03,2025-11-24,,7.8,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-remaudiere/
44222,La Roche-Blanche,44,Loire-Atlantique,Pays de la Loire,1261,47.435,-1.1413,2050,2050,,1590,2280,180000,,88,31,31,0,2023-01-13,2025-09-15,,14.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-roche-blanche/
44211,La Turballe,44,Loire-Atlantique,Pays de la Loire,4850,47.3402,-2.4906,4360,4000,5000,3600,5220,330500,190000,64,333,222,111,2023-01-06,2025-12-23,10.6,10.1,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/la-turballe/
44080,Lavau-sur-Loire,44,Loire-Atlantique,Pays de la Loire,773,47.3202,-1.9571,2400,2400,,2210,2700,220500,,93,16,16,0,2023-01-11,2025-12-29,,,3200,indicative,
44014,Le Bignon,44,Loire-Atlantique,Pays de la Loire,3976,47.1,-1.5048,2880,2880,,2380,3270,267500,,90,99,98,1,2023-01-06,2025-12-22,-3.4,5.7,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-bignon/
44028,Le Cellier,44,Loire-Atlantique,Pays de la Loire,4051,47.3375,-1.3553,2610,2700,1840,1890,3140,282500,167500,98,71,63,8,2023-03-09,2025-12-30,-5.8,11.4,3200,bonne,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-cellier/
44049,Le Croisic,44,Loire-Atlantique,Pays de la Loire,4056,47.2942,-2.5245,4400,4530,4310,3650,5240,400000,197000,61,412,189,223,2023-01-03,2025-12-31,-9.7,10.3,3200,élevée,https://vendsmonbien.com/prix-immobilier/44-loire-atlantique/le-croisic/
