code_insee,nom_commune,code_departement,nom_departement,region,population,latitude,longitude,prix_m2_median,prix_m2_median_maison,prix_m2_median_appartement,prix_m2_q1,prix_m2_q3,prix_median_maison,prix_median_appartement,surface_mediane_m2,nb_ventes,nb_maisons,nb_appartements,periode_debut,periode_fin,evolution_prix_pct,part_passoires_dpe_pct,prix_m2_median_departement,fiabilite,url
33253,Loupiac,33,Gironde,Nouvelle-Aquitaine,1093,44.6258,-0.2856,2490,2490,,1910,2740,225000,,90,16,16,0,2023-01-26,2025-11-07,,,3570,indicative,
33256,Ludon-Médoc,33,Gironde,Nouvelle-Aquitaine,5578,44.9814,-0.5903,3090,3190,2750,2620,3450,296000,163000,91,137,112,25,2023-01-05,2025-12-05,-9.5,3.0,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/ludon-medoc/
33259,Lugon-et-l'Île-du-Carnay,33,Gironde,Nouvelle-Aquitaine,1395,44.9546,-0.3586,2250,2250,,1800,2550,220500,,92,38,36,2,2023-02-10,2025-12-30,,7.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/lugon-et-lile-du-carnay/
33260,Lugos,33,Gironde,Nouvelle-Aquitaine,1208,44.4782,-0.9241,2820,2820,,1950,3340,263000,,105,15,15,0,2023-07-12,2025-12-22,,,3570,indicative,
33261,Lussac,33,Gironde,Nouvelle-Aquitaine,1151,44.9683,-0.0878,1700,1700,,1320,1920,197000,,121,20,20,0,2023-02-21,2025-12-12,,,3570,indicative,
33262,Macau,33,Gironde,Nouvelle-Aquitaine,4576,45.0112,-0.6086,2890,2900,2180,2310,3320,272000,175000,93,121,115,6,2023-01-10,2025-12-29,-17.2,4.8,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/macau/
33264,Maransin,33,Gironde,Nouvelle-Aquitaine,1063,45.0748,-0.26,1700,1700,,1360,1940,167000,,88,16,16,0,2023-01-17,2025-10-30,,,3570,indicative,
33555,Marcheprime,33,Gironde,Nouvelle-Aquitaine,5696,44.7033,-0.8557,3510,3520,3510,3060,3890,314500,180000,88,119,88,31,2023-01-18,2025-12-11,-5.5,1.4,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/marcheprime/
33268,Margaux-Cantenac,33,Gironde,Nouvelle-Aquitaine,2845,45.0363,-0.6788,2490,2460,,1840,3000,222000,,90,94,91,3,2023-01-05,2025-12-22,-9.1,5.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/margaux-cantenac/
33272,Marsas,33,Gironde,Nouvelle-Aquitaine,1247,45.0628,-0.3769,2170,2170,,1960,2290,227000,,107,17,17,0,2023-02-13,2025-12-08,,,3570,indicative,
33273,Martignas-sur-Jalle,33,Gironde,Nouvelle-Aquitaine,8056,44.8451,-0.8006,3750,3830,3560,3340,4190,375000,167000,84,212,144,68,2023-01-05,2025-12-23,-10.7,1.2,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/martignas-sur-jalle/
33274,Martillac,33,Gironde,Nouvelle-Aquitaine,3659,44.7176,-0.558,3570,3600,3020,2860,3890,378500,184500,103,56,51,5,2023-03-16,2025-12-26,-4.4,2.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/martillac/
33279,Mazères,33,Gironde,Nouvelle-Aquitaine,778,44.5023,-0.251,2000,2000,,1540,2190,210000,,113,15,15,0,2023-01-20,2025-12-11,,,3570,indicative,
33281,Mérignac,33,Gironde,Nouvelle-Aquitaine,78090,44.8313,-0.682,3680,4200,3490,3030,4270,390000,187000,67,2922,954,1968,2023-01-03,2025-12-31,-6.5,3.1,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/merignac/
33284,Mios,33,Gironde,Nouvelle-Aquitaine,12043,44.6105,-0.8913,3850,3860,3720,3300,4310,375000,190000,92,245,214,31,2023-01-06,2025-12-23,-11.1,2.5,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/mios/
33285,Mombrier,33,Gironde,Nouvelle-Aquitaine,477,45.0778,-0.5471,1810,1810,,1490,2230,192500,,104,20,20,0,2023-02-06,2025-11-03,,,3570,indicative,
33289,Monségur,33,Gironde,Nouvelle-Aquitaine,1579,44.647,0.0861,1480,1440,,1180,1830,137500,,86,56,52,4,2023-01-31,2025-12-15,-17.9,7.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/monsegur/
33290,Montagne,33,Gironde,Nouvelle-Aquitaine,1510,44.9324,-0.1304,2380,2370,,1610,2940,266500,,123,35,33,2,2023-01-09,2025-11-19,,9.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/montagne/
33293,Montussan,33,Gironde,Nouvelle-Aquitaine,3628,44.8843,-0.4294,2970,2860,3020,2470,3240,268000,135500,83,94,62,32,2023-01-12,2025-12-19,-4.2,2.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/montussan/
33296,Mouliets-et-Villemartin,33,Gironde,Nouvelle-Aquitaine,1041,44.8311,-0.0223,1510,1510,,1260,2060,152000,,88,18,18,0,2023-06-13,2025-12-05,,,3570,indicative,
33297,Moulis-en-Médoc,33,Gironde,Nouvelle-Aquitaine,1962,45.0531,-0.7971,2250,2250,,1860,2870,255000,,100,53,53,0,2023-01-14,2025-12-22,-19.5,7.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/moulis-en-medoc/
33298,Moulon,33,Gironde,Nouvelle-Aquitaine,1068,44.8616,-0.2207,2500,2500,2510,2000,2650,250000,182000,94,41,35,6,2023-02-21,2025-12-31,,9.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/moulon/
33300,Naujac-sur-Mer,33,Gironde,Nouvelle-Aquitaine,1107,45.2596,-1.0643,2780,2780,,1960,3570,235500,,71,22,22,0,2023-02-03,2025-12-17,,,3570,indicative,
33307,Noaillan,33,Gironde,Nouvelle-Aquitaine,1717,44.4812,-0.3698,2070,2070,,1420,2520,207000,,98,39,39,0,2023-05-11,2025-12-15,,5.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/noaillan/
33311,Paillet,33,Gironde,Nouvelle-Aquitaine,1175,44.6864,-0.3609,2050,1930,2180,1840,2430,174500,120000,80,40,31,9,2023-02-09,2025-12-12,,9.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/paillet/
33312,Parempuyre,33,Gironde,Nouvelle-Aquitaine,10672,44.9548,-0.5844,3370,3340,3480,2990,3720,303000,175000,85,311,211,100,2023-01-07,2025-12-29,-5.9,1.4,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/parempuyre/
33314,Pauillac,33,Gironde,Nouvelle-Aquitaine,5190,45.1983,-0.755,1620,1680,1320,1260,2080,152000,70500,85,142,126,16,2023-01-11,2025-12-30,-5.6,7.6,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/pauillac/
33316,Pellegrue,33,Gironde,Nouvelle-Aquitaine,923,44.7403,0.0864,1330,1330,,1090,1950,129000,,90,17,17,0,2023-01-06,2025-11-05,,,3570,indicative,
33317,Périssac,33,Gironde,Nouvelle-Aquitaine,1184,45.0256,-0.3135,2120,2120,,1720,3010,231500,,95,29,29,0,2023-01-19,2025-12-09,,,3570,indicative,
33318,Pessac,33,Gironde,Nouvelle-Aquitaine,67339,44.786,-0.681,3760,4000,3520,3130,4410,363500,182000,76,1783,969,814,2023-01-03,2025-12-30,-9.2,2.9,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/pessac/
33320,Petit-Palais-et-Cornemps,33,Gironde,Nouvelle-Aquitaine,740,44.9823,-0.053,1750,1750,,1390,1970,165000,,92,18,18,0,2023-03-17,2025-11-07,,,3570,indicative,
33321,Peujard,33,Gironde,Nouvelle-Aquitaine,2195,45.0472,-0.4313,2440,2440,,2020,2700,232500,,96,46,46,0,2023-01-04,2025-11-05,17.5,4.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/peujard/
33324,Pineuilh,33,Gironde,Nouvelle-Aquitaine,4490,44.8242,0.2284,1360,1580,1240,1190,1640,148000,58000,64,184,95,89,2023-01-16,2025-12-16,8.9,7.0,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/pineuilh/
33325,Plassac,33,Gironde,Nouvelle-Aquitaine,924,45.093,-0.645,1920,1920,,1660,2350,200000,,100,21,21,0,2023-01-11,2025-12-01,,,3570,indicative,
33327,Podensac,33,Gironde,Nouvelle-Aquitaine,3269,44.6479,-0.3576,2480,2500,,1930,2890,238500,,90,70,66,4,2023-01-06,2025-12-29,-15.4,5.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/podensac/
33328,Pomerol,33,Gironde,Nouvelle-Aquitaine,608,44.9306,-0.2019,1310,1310,,1260,1950,115000,,98,15,15,0,2023-02-07,2025-12-24,,,3570,indicative,
33330,Pompignac,33,Gironde,Nouvelle-Aquitaine,3577,44.8527,-0.4347,3120,3130,3120,2700,3460,315000,142500,94,59,45,14,2023-02-10,2025-11-18,-2.5,2.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/pompignac/
33334,Portets,33,Gironde,Nouvelle-Aquitaine,2618,44.6783,-0.4263,2550,2500,2920,1820,3040,227500,114000,90,85,77,8,2023-01-24,2025-12-11,-7.3,5.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/portets/
33336,Préchac,33,Gironde,Nouvelle-Aquitaine,1061,44.3859,-0.3715,1420,1440,,1130,1890,148000,,106,30,29,1,2023-01-10,2025-12-29,,10.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/prechac/
33337,Preignac,33,Gironde,Nouvelle-Aquitaine,2135,44.5719,-0.3106,1700,1710,1550,1320,2170,180000,125000,100,72,67,5,2023-01-24,2025-12-30,-4.4,13.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/preignac/
33339,Prignac-et-Marcamps,33,Gironde,Nouvelle-Aquitaine,1494,45.0279,-0.4991,2360,2480,,2030,2810,230500,,94,26,24,2,2023-01-18,2025-12-05,,,3570,indicative,
33341,Pugnac,33,Gironde,Nouvelle-Aquitaine,2453,45.0825,-0.5003,1930,1910,,1500,2280,195000,,95,38,37,1,2023-02-22,2025-12-15,,3.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/pugnac/
33342,Puisseguin,33,Gironde,Nouvelle-Aquitaine,834,44.9305,-0.0631,1780,1780,,1400,2100,158500,,103,22,22,0,2023-01-19,2025-07-31,,,3570,indicative,
33343,Pujols-sur-Ciron,33,Gironde,Nouvelle-Aquitaine,945,44.5685,-0.3488,2280,2280,,1930,2580,213000,,96,23,23,0,2023-02-16,2025-12-29,,,3570,indicative,
33348,Queyrac,33,Gironde,Nouvelle-Aquitaine,1352,45.3565,-0.9952,1490,1490,,1270,2540,149500,,96,22,22,0,2023-01-17,2025-08-11,,,3570,indicative,
33349,Quinsac,33,Gironde,Nouvelle-Aquitaine,2217,44.751,-0.4876,3120,3150,,2400,3650,369000,,116,46,45,1,2023-01-10,2025-12-30,,5.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/quinsac/
33350,Rauzan,33,Gironde,Nouvelle-Aquitaine,1247,44.782,-0.132,2030,2040,,1590,2470,135000,,70,29,28,1,2023-01-23,2025-10-01,,,3570,indicative,
33351,Reignac,33,Gironde,Nouvelle-Aquitaine,1628,45.2292,-0.5179,1350,1350,,990,1720,131500,,93,39,39,0,2023-01-07,2025-12-19,,11.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/reignac/
33355,Rions,33,Gironde,Nouvelle-Aquitaine,1470,44.6681,-0.3299,1790,1790,,1360,2220,141000,,86,37,37,0,2023-01-11,2025-11-27,,6.1,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/rions/
33357,Roaillan,33,Gironde,Nouvelle-Aquitaine,1810,44.5086,-0.2804,2660,2660,,2190,2850,272000,,110,18,18,0,2023-01-25,2025-12-29,,,3570,indicative,
33362,Sablons,33,Gironde,Nouvelle-Aquitaine,1314,45.0233,-0.1822,1880,1880,,1380,2430,175000,,88,16,16,0,2023-03-14,2025-12-17,,,3570,indicative,
33363,Sadirac,33,Gironde,Nouvelle-Aquitaine,4769,44.787,-0.3925,3180,3180,,2620,3520,291000,,94,91,88,3,2023-01-06,2025-12-18,-8.8,2.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sadirac/
33366,Saint-André-de-Cubzac,33,Gironde,Nouvelle-Aquitaine,12626,44.9945,-0.4378,2540,2580,2410,2190,2900,235000,120000,80,377,263,114,2023-01-04,2025-12-30,-1.2,3.3,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-andre-de-cubzac/
33373,Saint-Antoine-sur-l'Isle,33,Gironde,Nouvelle-Aquitaine,579,45.0452,0.0447,1580,1580,,1330,1910,134000,,71,17,17,0,2023-02-07,2025-10-28,,,3570,indicative,
33374,Saint-Aubin-de-Blaye,33,Gironde,Nouvelle-Aquitaine,838,45.2591,-0.5763,1410,1400,,1200,1660,147500,,107,23,22,1,2023-02-23,2025-09-25,,,3570,indicative,
33376,Saint-Aubin-de-Médoc,33,Gironde,Nouvelle-Aquitaine,7769,44.9343,-0.7478,3970,4090,3230,3270,4610,463000,178000,117,127,113,14,2023-01-10,2025-12-22,-16.5,1.8,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-aubin-de-medoc/
33378,Saint-Avit-Saint-Nazaire,33,Gironde,Nouvelle-Aquitaine,1503,44.8478,0.2762,1670,1670,,1190,2000,169000,,97,30,30,0,2023-01-17,2025-12-19,,13.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-avit-saint-nazaire/
33381,Saint-Caprais-de-Bordeaux,33,Gironde,Nouvelle-Aquitaine,3450,44.7544,-0.4262,2930,3080,2510,2420,3380,285500,119500,89,87,75,12,2023-01-26,2025-12-30,1.4,2.1,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-caprais-de-bordeaux/
33382,Saint-Christoly-de-Blaye,33,Gironde,Nouvelle-Aquitaine,1879,45.1499,-0.4967,1630,1650,,1140,2040,173000,,90,40,39,1,2023-01-24,2025-12-30,6.9,13.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-christoly-de-blaye/
33387,Saint-Ciers-d'Abzac,33,Gironde,Nouvelle-Aquitaine,1614,45.0343,-0.2907,2140,2140,,1640,2440,237000,,102,19,19,0,2023-02-02,2025-09-04,,,3570,indicative,
33388,Saint-Ciers-de-Canesse,33,Gironde,Nouvelle-Aquitaine,746,45.0877,-0.6033,1620,1620,,1460,2090,175000,,105,15,15,0,2023-01-09,2025-10-21,,,3570,indicative,
33389,Saint-Ciers-sur-Gironde,33,Gironde,Nouvelle-Aquitaine,3175,45.2947,-0.6648,1410,1410,,1190,1670,140000,,102,69,69,0,2023-02-04,2025-12-08,6.0,6.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-ciers-sur-gironde/
33393,Saint-Denis-de-Pile,33,Gironde,Nouvelle-Aquitaine,5955,44.9893,-0.1833,1950,2100,1650,1490,2440,212000,89000,98,106,89,17,2023-01-02,2025-12-22,-13.0,5.5,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-denis-de-pile/
33392,Sainte-Croix-du-Mont,33,Gironde,Nouvelle-Aquitaine,838,44.5977,-0.2719,1760,1790,,1250,2070,191000,,98,16,15,1,2023-01-03,2025-10-24,,,3570,indicative,
33397,Sainte-Eulalie,33,Gironde,Nouvelle-Aquitaine,4915,44.9027,-0.48,2930,3000,2630,2520,3380,290000,125000,94,74,67,7,2023-01-16,2025-12-31,-11.4,2.8,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sainte-eulalie/
33402,Sainte-Foy-la-Grande,33,Gironde,Nouvelle-Aquitaine,2507,44.8407,0.2171,1110,1130,1100,960,1440,100000,75000,80,74,47,27,2023-01-13,2025-12-31,-9.4,7.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sainte-foy-la-grande/
33417,Sainte-Hélène,33,Gironde,Nouvelle-Aquitaine,3091,44.9653,-0.9071,3040,3060,,2530,3420,300500,,92,60,56,4,2023-02-24,2025-12-23,-10.9,3.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sainte-helene/
33394,Saint-Émilion,33,Gironde,Nouvelle-Aquitaine,1608,44.8947,-0.1715,2780,2760,,2050,5750,283500,,100,50,48,2,2023-03-07,2025-12-12,-13.8,14.2,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-emilion/
33395,Saint-Estèphe,33,Gironde,Nouvelle-Aquitaine,1638,45.2544,-0.7759,1640,1630,,1400,2000,140000,,85,41,40,1,2023-01-31,2025-08-28,,17.7,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-estephe/
33485,Sainte-Terre,33,Gironde,Nouvelle-Aquitaine,1883,44.8328,-0.1208,2180,2180,,1840,2640,254000,,114,48,48,0,2023-01-05,2025-12-17,-4.5,10.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sainte-terre/
33407,Saint-Genès-de-Fronsac,33,Gironde,Nouvelle-Aquitaine,994,45.0259,-0.347,2490,2490,,1880,3030,269500,,96,20,20,0,2023-02-24,2025-12-04,,,3570,indicative,
33412,Saint-Germain-d'Esteuil,33,Gironde,Nouvelle-Aquitaine,1365,45.2534,-0.8886,1790,1790,,1490,2260,159000,,87,23,23,0,2023-03-23,2025-12-11,,,3570,indicative,
33413,Saint-Germain-du-Puch,33,Gironde,Nouvelle-Aquitaine,2304,44.8529,-0.3334,2490,2490,,1770,3040,242000,,98,43,43,0,2023-02-10,2025-11-25,,7.2,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-germain-du-puch/
33415,Saint-Gervais,33,Gironde,Nouvelle-Aquitaine,1983,45.0164,-0.4671,2410,2530,2190,2090,2760,237000,110000,82,79,58,21,2023-01-04,2025-12-31,-14.8,4.9,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-gervais/
33422,Saint-Jean-d'Illac,33,Gironde,Nouvelle-Aquitaine,9616,44.7973,-0.8156,3720,3760,3690,3360,4080,394000,169000,80,235,134,101,2023-01-17,2025-12-30,-8.1,1.2,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-jean-dillac/
33423,Saint-Julien-Beychevelle,33,Gironde,Nouvelle-Aquitaine,606,45.1606,-0.739,1490,1460,,1240,1860,130000,,90,20,19,1,2023-01-10,2025-12-18,,,3570,indicative,
33425,Saint-Laurent-d'Arce,33,Gironde,Nouvelle-Aquitaine,1580,45.0438,-0.4685,2310,2460,,1740,2670,248500,,94,28,24,4,2023-01-17,2025-12-26,,,3570,indicative,
33424,Saint-Laurent-Médoc,33,Gironde,Nouvelle-Aquitaine,4914,45.1402,-0.8557,2060,2140,1980,1710,2570,200000,93000,90,125,104,21,2023-01-04,2025-12-09,-8.9,4.7,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-laurent-medoc/
33433,Saint-Loubès,33,Gironde,Nouvelle-Aquitaine,10027,44.9223,-0.4257,2900,2960,2810,2370,3360,286500,151000,90,161,142,19,2023-01-03,2025-12-30,-11.8,3.6,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-loubes/
33434,Saint-Louis-de-Montferrand,33,Gironde,Nouvelle-Aquitaine,2051,44.957,-0.5335,2450,2390,2480,2110,2760,215000,110500,73,64,43,21,2023-01-06,2025-10-28,-11.0,3.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-louis-de-montferrand/
33435,Saint-Macaire,33,Gironde,Nouvelle-Aquitaine,1981,44.5641,-0.2335,1960,2030,1960,1670,2280,197500,98000,68,87,48,39,2023-01-25,2025-11-28,9.4,5.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-macaire/
33436,Saint-Magne,33,Gironde,Nouvelle-Aquitaine,1260,44.559,-0.6623,2870,2870,,2540,3090,270000,,96,16,16,0,2023-02-23,2025-09-16,,,3570,indicative,
33437,Saint-Magne-de-Castillon,33,Gironde,Nouvelle-Aquitaine,2165,44.8542,-0.0716,2040,2040,,1550,2430,180000,,96,58,58,0,2023-01-21,2025-12-09,-7.2,13.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-magne-de-castillon/
33438,Saint-Maixant,33,Gironde,Nouvelle-Aquitaine,2057,44.5815,-0.2481,2400,2400,,2050,2740,236500,,95,54,54,0,2023-01-11,2025-12-19,-4.7,5.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-maixant/
33439,Saint-Mariens,33,Gironde,Nouvelle-Aquitaine,1639,45.1228,-0.4093,2050,2050,,1780,2390,189000,,96,30,28,2,2023-01-20,2025-11-14,,4.6,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-mariens/
33441,Saint-Martin-Lacaussade,33,Gironde,Nouvelle-Aquitaine,1171,45.1397,-0.6411,1670,1530,1720,1440,1920,160000,85000,65,56,33,23,2023-01-05,2025-12-18,3.0,3.3,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-martin-lacaussade/
33447,Saint-Médard-de-Guizières,33,Gironde,Nouvelle-Aquitaine,2438,45.0111,-0.0729,1600,1600,,1230,1930,138000,,80,80,79,1,2023-01-04,2025-12-23,2.6,7.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-medard-de-guizieres/
33448,Saint-Médard-d'Eyrans,33,Gironde,Nouvelle-Aquitaine,3409,44.714,-0.5125,3250,3240,,2800,3650,299000,,100,70,67,3,2023-01-24,2025-12-22,-9.3,5.1,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-medard-deyrans/
33449,Saint-Médard-en-Jalles,33,Gironde,Nouvelle-Aquitaine,32910,44.8861,-0.7823,3700,3770,3640,3190,4130,364500,176000,90,866,630,236,2023-01-09,2025-12-30,-7.5,3.6,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-medard-en-jalles/
33454,Saint-Morillon,33,Gironde,Nouvelle-Aquitaine,1834,44.6387,-0.5232,3370,3370,,2820,4120,338000,,103,18,18,0,2023-02-22,2025-12-16,,,3570,indicative,
33458,Saint-Paul,33,Gironde,Nouvelle-Aquitaine,1020,45.1504,-0.5918,1730,1730,,1520,2250,175000,,81,17,17,0,2023-08-30,2025-12-16,,,3570,indicative,
33463,Saint-Pierre-d'Aurillac,33,Gironde,Nouvelle-Aquitaine,1246,44.5807,-0.1916,1670,1670,,1510,1910,144000,,91,33,33,0,2023-02-16,2025-11-05,,6.7,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-pierre-daurillac/
33465,Saint-Pierre-de-Mons,33,Gironde,Nouvelle-Aquitaine,1240,44.5433,-0.2172,2270,2270,,1880,2630,225000,,96,18,18,0,2023-03-21,2025-12-16,,,3570,indicative,
33466,Saint-Quentin-de-Baron,33,Gironde,Nouvelle-Aquitaine,2713,44.8175,-0.2811,2320,2730,2270,2110,2650,240000,88000,41,134,35,99,2023-01-05,2025-12-23,-1.3,3.1,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-quentin-de-baron/
33470,Saint-Romain-la-Virvée,33,Gironde,Nouvelle-Aquitaine,956,44.9609,-0.4177,2360,2360,,2190,2600,351500,,132,17,17,0,2023-02-01,2025-12-18,,,3570,indicative,
33471,Saint-Sauveur,33,Gironde,Nouvelle-Aquitaine,1245,45.1964,-0.8223,2210,2210,,1540,2460,181500,,92,19,19,0,2023-01-20,2025-11-26,,,3570,indicative,
33473,Saint-Savin,33,Gironde,Nouvelle-Aquitaine,3582,45.1611,-0.4449,1880,1910,1880,1640,2290,170000,75000,81,87,78,9,2023-01-16,2025-12-26,-7.9,3.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-savin/
33474,Saint-Selve,33,Gironde,Nouvelle-Aquitaine,3746,44.6574,-0.4726,3240,3240,,2680,3570,319500,,106,68,68,0,2023-01-19,2025-11-25,-13.4,2.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-selve/
33477,Saint-Seurin-de-Cursac,33,Gironde,Nouvelle-Aquitaine,771,45.1576,-0.6252,1590,1620,1500,1390,1740,137500,73000,73,41,30,11,2023-04-24,2025-12-05,-1.9,3.2,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-seurin-de-cursac/
33478,Saint-Seurin-sur-l'Isle,33,Gironde,Nouvelle-Aquitaine,3167,45.0093,-0.004,1550,1720,1420,1360,2000,140500,65000,68,141,93,48,2023-01-06,2025-12-19,-3.1,6.4,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-seurin-sur-lisle/
33480,Saint-Sulpice-de-Faleyrens,33,Gironde,Nouvelle-Aquitaine,1344,44.8614,-0.1893,2180,2180,,1720,2580,200000,,84,23,23,0,2023-01-06,2025-10-20,,,3570,indicative,
33483,Saint-Sulpice-et-Cameyrac,33,Gironde,Nouvelle-Aquitaine,4881,44.9053,-0.3803,2790,2770,2820,2270,3220,253500,127000,97,61,56,5,2023-01-27,2025-12-26,-0.4,2.0,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-sulpice-et-cameyrac/
33484,Saint-Symphorien,33,Gironde,Nouvelle-Aquitaine,1878,44.4261,-0.5505,1810,1810,,1360,2390,170000,,88,23,22,1,2023-03-20,2025-11-27,,,3570,indicative,
33487,Saint-Vincent-de-Paul,33,Gironde,Nouvelle-Aquitaine,1067,44.9704,-0.4815,2500,2620,,1790,3010,233000,,84,19,18,1,2023-01-11,2025-12-16,,,3570,indicative,
33490,Saint-Vivien-de-Médoc,33,Gironde,Nouvelle-Aquitaine,1846,45.4678,-0.9975,2050,2260,1830,1570,2440,175500,73000,75,41,33,8,2023-02-08,2025-09-08,,7.7,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-vivien-de-medoc/
33492,Saint-Yzan-de-Soudiac,33,Gironde,Nouvelle-Aquitaine,2586,45.1548,-0.4047,1920,2020,1860,1620,2220,188000,88000,81,71,51,20,2023-01-16,2025-12-30,9.6,2.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saint-yzan-de-soudiac/
33494,Salaunes,33,Gironde,Nouvelle-Aquitaine,1260,44.9281,-0.8502,3520,3520,,3200,4010,404000,,120,21,21,0,2023-07-03,2025-12-23,,,3570,indicative,
33496,Sallebœuf,33,Gironde,Nouvelle-Aquitaine,2767,44.8423,-0.392,3000,2920,,2470,3500,286000,,92,48,45,3,2023-01-06,2025-12-22,24.1,3.4,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/sallebuf/
33498,Salles,33,Gironde,Nouvelle-Aquitaine,8208,44.536,-0.8899,3450,3430,3520,2750,3900,315000,187000,93,170,153,17,2023-01-02,2025-12-30,-10.5,4.5,3570,élevée,https://vendsmonbien.com/prix-immobilier/33-gironde/salles/
33501,Saucats,33,Gironde,Nouvelle-Aquitaine,3548,44.6476,-0.6377,3130,3130,,2780,3380,282500,,90,69,66,3,2023-01-04,2025-12-22,-8.0,4.5,3570,bonne,https://vendsmonbien.com/prix-immobilier/33-gironde/saucats/
33504,Sauternes,33,Gironde,Nouvelle-Aquitaine,788,44.5336,-0.3439,1990,1990,,1690,2280,243000,,121,15,15,0,2023-01-30,2025-11-25,,,3570,indicative,
